gene,pval,logFC,pct_good,pct_bad,padj,cluster,sig
A2M,1.47583326894658e-14,3.60377773063703,0.884,0.407,6.65128537648843e-10,15,TRUE
CRABP2,1.48168622805597e-14,-1.99393911858034,0.063,0.278,6.67766349260266e-10,1,TRUE
FOSB,1.75967216401019e-14,0.945969597192668,0.789,0.78,7.93049050876112e-10,1,TRUE
NR4A1,1.91554917654254e-14,1.33099605925605,0.922,0.603,8.63299702884191e-10,11,TRUE
IGHG3,2.1611562243204e-14,6.9649084534342,0.767,0.165,9.7398988717672e-10,15,TRUE
ATF3,2.23482385697786e-14,3.29439203958608,0.676,0.256,1.00719041586278e-09,11,TRUE
LGALS1,2.24579066043311e-14,0.944795984895091,0.796,0.688,1.01213293484399e-09,0,TRUE
PLAU,2.38735058959373e-14,-4.72868718358601,0.032,0.346,1.0759311637181e-09,11,TRUE
ATAD3A,2.45219911974117e-14,-1.45639623899527,0.104,0.37,1.10515709928495e-09,0,TRUE
MGP,2.58829085363793e-14,1.9683707919987,0.785,0.423,1.16649092191754e-09,11,TRUE
DUSP1,2.62558184791124e-14,2.26231801786489,0.953,0.736,1.18329722721664e-09,15,TRUE
HES1,2.63896518011947e-14,1.5093281765682,0.95,0.846,1.18932882737624e-09,11,TRUE
SCGB3A1,2.67527238422512e-14,1.03556515246303,1,0.974,1.20569175812258e-09,11,TRUE
CRB3,2.74737585559813e-14,-2.24026991962075,0.142,0.577,1.23818735060096e-09,11,TRUE
CTGF,2.77877841812166e-14,2.99720426719672,0.699,0.282,1.25233985747907e-09,11,TRUE
C1orf116,2.92363948821067e-14,-2.26445044066435,0.123,0.551,1.31762584454678e-09,11,TRUE
ZFP36,3.03154344084224e-14,2.12680952127635,0.977,0.648,1.36625599791878e-09,15,TRUE
DUSP1,3.3623193190352e-14,0.702655498855121,0.962,0.949,1.51533007070278e-09,1,TRUE
HLA-DPB1,3.56799708339335e-14,3.45855296886363,0.337,0.075,1.60802492554371e-09,2,TRUE
FAM83H,4.2410713405098e-14,-2.1923089888857,0.11,0.526,1.91136603174096e-09,11,TRUE
RAB11FIP1,5.51828729982785e-14,-2.08130028323906,0.224,0.667,2.48698172028642e-09,11,TRUE
ACKR1,5.90066112034002e-14,2.90785754274879,0.376,0.169,2.65930995371484e-09,1,TRUE
ATF3,6.89836643503162e-14,2.99172496940822,0.814,0.231,3.10895578494005e-09,15,TRUE
TNFRSF12A,7.14903490730118e-14,-3.59174951519082,0.302,0.901,3.2219270520225e-09,15,TRUE
JCHAIN,7.20133063559187e-14,7.18621405651448,0.721,0.143,3.24549569084854e-09,15,TRUE
TTC9,7.46678204975559e-14,-2.2367752460205,0.1,0.513,3.36512933418385e-09,11,TRUE
CYP24A1,8.50377653355038e-14,5.23934068009196,0.674,0.099,3.83248200814048e-09,15,TRUE
GNG11,1.14929559510651e-13,2.14761633006806,0.429,0.22,5.17964538802602e-09,1,TRUE
IL1R2,1.1788610790924e-13,-2.14240680435224,0.259,0.529,5.31289111125363e-09,0,TRUE
ANXA2,1.34290980705929e-13,-1.44951335812257,0.953,1,6.05222591845481e-09,15,TRUE
S100A14,1.44016342569862e-13,-2.22430017361804,0.744,0.989,6.49052852693852e-09,15,TRUE
HN1,1.54299849542072e-13,-0.719406192685394,0.724,0.952,6.95398561916212e-09,2,TRUE
PIGR,1.76415994486289e-13,3.57535427925589,0.269,0.031,7.95071603950806e-09,2,TRUE
CEMIP,1.77939527117239e-13,-4.49238693318173,0.009,0.269,8.01937860811974e-09,11,TRUE
TSC22D1,1.84837292002052e-13,2.4917488547952,0.953,0.857,8.3302470759485e-09,15,TRUE
S100A16,1.96084301276599e-13,-2.08356524956256,0.767,0.989,8.83712728993375e-09,15,TRUE
ALOX15,2.14599905006027e-13,-2.17380052441436,0.535,0.967,9.67158851881164e-09,15,TRUE
PHLDA1,2.860150862993e-13,-1.77796934464347,0.11,0.526,1.28901279093368e-08,11,TRUE
HLA-DPA1,2.86362048571871e-13,2.1275759460117,0.708,0.282,1.29057648050371e-08,11,TRUE
PHLDA1,2.98832185532267e-13,-1.34935233254561,0.301,0.591,1.34677689375682e-08,0,TRUE
LY6D,3.30767118406413e-13,-3.58357875788827,0.14,0.846,1.49070124923402e-08,15,TRUE
ADH7,4.19370992736526e-13,-2.05842484230339,0.333,0.744,1.89002119006498e-08,11,TRUE
HLA-DRA,4.26129021810677e-13,2.99532294268568,0.884,0.505,1.92047827549636e-08,15,TRUE
RAB11FIP1,4.60210177655878e-13,-1.91713918765599,0.19,0.457,2.07407522865951e-08,0,TRUE
DSG3,4.83037565426761e-13,-2.77256862499236,0.043,0.272,2.17695369986533e-08,2,TRUE
ZNF593,5.0954659775202e-13,-2.47518133345823,0.442,0.89,2.2964246067488e-08,15,TRUE
SCGB1A1,5.49667507599256e-13,1.63747919942504,1,0.936,2.47724152324833e-08,11,TRUE
TM4SF1,5.54517996664593e-13,-3.42204448410512,0.512,0.901,2.49910170736799e-08,15,TRUE
BPIFA1,5.633563059319e-13,3.21804775000156,0.685,0.192,2.53893419957389e-08,11,TRUE
PHLDA2,7.92823609780461e-13,-2.50810211334586,0.419,0.923,3.57309744455858e-08,15,TRUE
CRB3,8.0768024676697e-13,-1.260545168154,0.222,0.519,3.64005333612938e-08,0,TRUE
MACC1,1.16507256123953e-12,-2.51885410910681,0.132,0.513,5.25074901899433e-08,11,TRUE
TSPAN8,1.39678983650085e-12,2.66161010262027,0.326,0.121,6.29505243514205e-08,1,TRUE
EMP1,1.43315790584459e-12,-3.47773958821819,0.465,0.901,6.45895605006039e-08,15,TRUE
DSC3,1.61728498811343e-12,-3.75817976106799,0.037,0.333,7.2887799844296e-08,11,TRUE
ANXA1,1.6787143618485e-12,-2.10930978805538,0.884,1,7.56562988597884e-08,15,TRUE
SERPINB2,1.80605845400144e-12,-3.31279444920965,0.01,0.147,8.1395442404937e-08,1,TRUE
ITGB8,1.83826877161422e-12,-1.15563619622326,0.282,0.601,8.28470969991098e-08,0,TRUE
C15orf48,2.01828686370608e-12,-3.14076997270187,0.192,0.59,9.09601523735058e-08,11,TRUE
FCGBP,2.1787405433906e-12,3.49998831742618,0.589,0.128,9.81914788095276e-08,11,TRUE
LYZ,2.53205855402183e-12,4.24931809836506,0.259,0.034,1.14114814912656e-07,0,TRUE
MISP,2.66032240810413e-12,-1.58163054189819,0.035,0.204,1.19895410288437e-07,1,TRUE
LRRC4,2.75749030545319e-12,-3.47915475683122,0.007,0.184,1.24274573086165e-07,2,TRUE
IRAK1,2.80468926083396e-12,-1.24784329899984,0.146,0.409,1.26401735607265e-07,0,TRUE
TACSTD2,3.47429318912257e-12,-0.98023878450255,0.925,0.987,1.56579445447376e-07,2,TRUE
ZNF593,3.69503295720974e-12,-1.28459719923176,0.374,0.833,1.66527745315529e-07,11,TRUE
FST,3.72277749279622e-12,-2.58253852398394,0.269,0.5,1.6777813604534e-07,0,TRUE
MGP,3.80012748275277e-12,3.91697612138599,0.814,0.407,1.71264145392702e-07,15,TRUE
ARHGAP29,3.91985663277159e-12,-1.0740458295954,0.188,0.466,1.7666009872575e-07,0,TRUE
UGT2A1,5.18078136192794e-12,2.79660803424931,0.281,0.089,2.33487454419369e-07,1,TRUE
EIF4EBP1,5.63702648408801e-12,-0.68355712953921,0.118,0.355,2.54049509584878e-07,1,TRUE
LGALS7B,6.11903995880589e-12,-2.74401992416179,0.169,0.538,2.75772892863464e-07,11,TRUE
DCN,6.70839409501639e-12,5.39390311624682,0.674,0.132,3.02333905074199e-07,15,TRUE
IGLC2,7.2570134246808e-12,2.85160196590396,0.814,0.396,3.27059081023514e-07,15,TRUE
HLA-DRB1,7.30873651957204e-12,2.90551558167354,0.837,0.418,3.29390137464073e-07,15,TRUE
UNC5B-AS1,8.05553785094878e-12,-2.28684645965387,0.155,0.551,3.63046979866559e-07,11,TRUE
NOL6,8.54523016287422e-12,-1.70673144546619,0.054,0.281,3.85116432980415e-07,2,TRUE
KRT14,1.00115012015772e-11,-5.777354868417,0.093,0.747,4.51198336152682e-07,15,TRUE
HMGA1,1.09632734564361e-11,-1.58538584859164,0.744,0.967,4.94092808134661e-07,15,TRUE
LAMC2,1.09974368527131e-11,-2.96095005103635,0.059,0.372,4.95632484078075e-07,11,TRUE
PTGDS,1.18545599333188e-11,4.45971595206008,0.674,0.165,5.3426130707481e-07,15,TRUE
IRAK1,1.22179080495904e-11,-0.812600776941979,0.075,0.275,5.5063667997894e-07,1,TRUE
ACKR1,1.23121394237897e-11,2.81396251749219,0.387,0.154,5.54883499551356e-07,2,TRUE
NCOA7,1.26408280263195e-11,3.12246055981475,0.814,0.484,5.69696837490169e-07,15,TRUE
ZFP36,1.2953311598223e-11,1.30953813606195,0.868,0.756,5.83779847108713e-07,11,TRUE
CRABP2,1.35568127351078e-11,-1.71662307565439,0.057,0.285,6.10978436345841e-07,2,TRUE
SH3BGRL3,1.59093128787355e-11,-1.32005161642611,0.977,1,7.17000912818851e-07,15,TRUE
HLA-DPA1,1.75857614920796e-11,4.3144693747629,0.651,0.121,7.92555098925046e-07,15,TRUE
FOSB,1.8026093477695e-11,1.52653767550529,0.588,0.386,8.12399980852759e-07,2,TRUE
HLA-DRB1,1.8596878082832e-11,2.00103638348053,0.495,0.285,8.38124101437074e-07,2,TRUE
BPIFA1,1.89988310882654e-11,6.30037882814376,0.179,0,8.56239319485943e-07,2,TRUE
SERPINB2,2.232125674816e-11,-6.2288268356145,0.07,0.703,1.00597439912607e-06,15,TRUE
ID4,2.25766432413342e-11,2.0895285854629,0.428,0.202,1.01748415760045e-06,0,TRUE
NR4A2,2.59637669113804e-11,3.08573038826222,0.791,0.341,1.17013504716209e-06,15,TRUE
UPK1B,2.62873189221275e-11,-2.13100848991652,0.186,0.846,1.18471688918244e-06,15,TRUE
HLA-DRA,2.86953843121803e-11,1.14539163686782,0.932,0.808,1.29324358018134e-06,11,TRUE
HLA-DRB1,3.13315829119376e-11,1.13474256350162,0.881,0.654,1.41205177867521e-06,11,TRUE
C3,3.39118438483011e-11,1.30891879535179,0.909,0.846,1.52833897855523e-06,11,TRUE
EIF4EBP1,3.39501043986647e-11,-2.21920594492384,0.395,0.879,1.53006330503902e-06,15,TRUE
RHOD,3.65444959374969e-11,-0.950985558196939,0.211,0.539,1.64698734291111e-06,2,TRUE
MISP,3.72165389397889e-11,-1.58136793396819,0.196,0.628,1.67727497693841e-06,11,TRUE
KRT13,3.78013180108956e-11,-8.90647460592819,0,0.667,1.70362980011504e-06,17,TRUE
UPK1B,3.81222606652387e-11,-1.83462329545796,0.502,0.756,1.71809404366098e-06,11,TRUE
BIK,3.83542323537207e-11,-1.51305284050019,0.1,0.355,1.72854854371748e-06,2,TRUE
TOB1,3.90687214737277e-11,1.6488527845736,0.795,0.641,1.76074913937796e-06,11,TRUE
HLA-DPA1,4.14624239481579e-11,3.12174997443437,0.305,0.083,1.86862852249558e-06,2,TRUE
NCOA7,5.67731175543743e-11,2.02520478149551,0.703,0.41,2.55865086194054e-06,11,TRUE
LRRC8A,6.32543288282479e-11,-1.06159857262636,0.297,0.64,2.85074609163147e-06,2,TRUE
LMNA,6.36670921172631e-11,-1.1592568253144,0.837,1,2.86934850754081e-06,15,TRUE
GNL2,6.38112254506469e-11,-0.98025694759396,0.222,0.49,2.87584430860975e-06,0,TRUE
HLA-DPB1,6.5851775123447e-11,5.0642019563599,0.581,0.088,2.96780780126351e-06,15,TRUE
FOSB,6.789639311074e-11,2.37712948636563,0.837,0.385,3.05995464471483e-06,15,TRUE
PTGDS,7.32622778524209e-11,2.67879457915651,0.575,0.154,3.3017843382529e-06,11,TRUE
CYP24A1,8.5492421762645e-11,2.30489105823944,0.484,0.281,3.85297246399889e-06,2,TRUE
CEBPD,8.72834905487426e-11,2.02000642148521,0.907,0.67,3.93369235205073e-06,15,TRUE
MRTO4,8.94939594197007e-11,-0.898795863705708,0.179,0.496,4.03331376312707e-06,2,TRUE
TUBA1C,9.16277073147638e-11,-1.41442784135262,0.744,0.978,4.12947751326178e-06,15,TRUE
SPARCL1,9.4221506729541e-11,2.06171376023231,0.473,0.263,4.24637486528695e-06,2,TRUE
NOP16,1.11451094446117e-10,-3.13350561566428,0.14,0.736,5.02287792449762e-06,15,TRUE
CALML3,1.47815698101641e-10,-2.76513459078492,0.064,0.359,6.66175788204477e-06,11,TRUE
FGFBP1,1.48843300852253e-10,-5.005414275705,0.121,0.933,6.70806988280935e-06,17,TRUE
KRT8,1.54124980281719e-10,-1.20660381156382,0.86,1,6.9461046113365e-06,15,TRUE
PAICS,1.70240972657954e-10,-2.02565551388731,0.233,0.857,7.67242015574869e-06,15,TRUE
VIM,2.02485796002112e-10,4.30033646730708,0.791,0.418,9.12562985422319e-06,15,TRUE
DDX21,2.06826346217347e-10,-1.6282530344811,0.379,0.718,9.32124977132341e-06,11,TRUE
AREG,2.13353070837082e-10,-2.31515925783067,0.158,0.395,9.61539619648562e-06,2,TRUE
SDPR,2.21642207768341e-10,2.49368691588305,0.427,0.224,9.98897101970359e-06,2,TRUE
TSPAN8,2.23677172334095e-10,3.10032435122792,0.297,0.088,1.0080682802753e-05,2,TRUE
ITGA6,2.4700092264674e-10,-2.74182239161456,0.233,0.791,1.11318375818433e-05,15,TRUE
CYP26A1,2.53806226468374e-10,3.86806748404203,0.247,0.048,1.14385390144767e-05,2,TRUE
KRT17,2.5749593255353e-10,-0.334525079908577,1,1,1.16048266883225e-05,1,TRUE
ALDH1A3,2.8476301787186e-10,-3.17703944258938,0.326,0.791,1.2833699689449e-05,15,TRUE
PAICS,2.86939958913803e-10,-1.65008341532037,0.174,0.564,1.29318100683273e-05,11,TRUE
CRABP2,3.26446943064228e-10,-1.75059957217734,0.196,0.577,1.47123108300186e-05,11,TRUE
SDCBP2,3.33857009733899e-10,-2.14658224036841,0.164,0.513,1.50462677146874e-05,11,TRUE
EHD1,3.66866206397849e-10,-1.96359755350202,0.068,0.372,1.65339261899382e-05,11,TRUE
NOP16,3.93237806521846e-10,-1.98894838623798,0.142,0.487,1.77224414643266e-05,11,TRUE
CDC42EP5,4.06338264309069e-10,3.08238659934971,0.216,0.058,1.83128528958811e-05,1,TRUE
SLC38A2,4.40276931941443e-10,0.937177104672913,0.789,0.838,1.98424007687369e-05,2,TRUE
DCN,4.58621667095236e-10,3.47181522550761,0.502,0.115,2.06691612926481e-05,11,TRUE
VIM,5.04783105911858e-10,1.6731542205391,0.548,0.395,2.27495650172356e-05,2,TRUE
ISLR,5.66089466610026e-10,3.00993434553119,0.651,0.165,2.55125200811806e-05,15,TRUE
CXCL1,6.09364454206351e-10,1.09283256725825,0.941,0.769,2.74628372221718e-05,11,TRUE
KRT17,6.37106379185815e-10,-2.04608303582049,0.863,0.897,2.87131102971463e-05,11,TRUE
BPIFA1,7.41387878506769e-10,6.07249905466874,0.372,0,3.34128689085431e-05,15,TRUE
FOSL1,8.12948035475027e-10,-3.14084614584414,0.018,0.231,3.66379420627885e-05,11,TRUE
SLC38A2,8.15292821574462e-10,2.17388586495573,0.86,0.703,3.67436168827179e-05,15,TRUE
FOSB,8.16310992736724e-10,0.699421049137265,0.771,0.625,3.67895038206587e-05,0,TRUE
LYPD3,8.23200058226312e-10,-3.78827925876365,0.027,0.256,3.70999802241434e-05,11,TRUE
MAP2K3,8.47725590721338e-10,-1.48081273164222,0.26,0.641,3.82052969226293e-05,11,TRUE
KRT8,9.99931682604708e-10,-0.70975821884256,0.885,0.974,4.5064921071629e-05,2,TRUE
MIR4435-2HG,1.00600126790324e-09,-3.14028269989864,0.018,0.171,4.53384651418634e-05,2,TRUE
DSC3,1.09665461622866e-09,-2.54126161887273,0.233,0.802,4.94240302441931e-05,15,TRUE
MRTO4,1.34421647209429e-09,-2.57805484376708,0.116,0.725,6.05811479643455e-05,15,TRUE
LGALS7B,1.59639633132245e-09,-1.21089953098419,0.674,0.978,7.19463898600402e-05,15,TRUE
TACSTD2,1.64747576265448e-09,-1.49852683089584,0.93,1,7.42484376713119e-05,15,TRUE
FLRT3,1.82193904291599e-09,2.19313177976353,0.376,0.167,8.21111487861377e-05,2,TRUE
IGHG1,1.86421257039613e-09,4.03674976418219,0.42,0.064,8.40163321226128e-05,11,TRUE
FAM83H,1.87485181038228e-09,-0.78389869432525,0.266,0.538,8.44958213903085e-05,0,TRUE
DSG3,1.94151448544132e-09,-3.45969292136112,0.07,0.659,8.75001748298695e-05,15,TRUE
ISG20,2.02258473914052e-09,-1.53365945996617,0.093,0.316,9.11538490235848e-05,2,TRUE
CRB3,2.3208992260425e-09,-0.772988529781708,0.098,0.288,0.000104598286319283,1,TRUE
TUBB6,2.5373005168613e-09,-2.67559280243449,0.059,0.321,0.000114351059693905,11,TRUE
GJB2,2.8625001586206e-09,-2.45485097782024,0.082,0.359,0.000129007157148713,11,TRUE
IGKC,2.99172624417652e-09,3.05909382341646,1,0.933,0.000134831118372547,17,TRUE
GYPC,3.18705099948229e-09,1.71579451598479,0.475,0.293,0.000143634014444668,0,TRUE
ATAD3A,3.18975858018595e-09,-1.67772560439899,0.047,0.228,0.000143756039691821,2,TRUE
BRI3,3.29155078646706e-09,1.66785504229592,0.495,0.355,0.000148343610844498,2,TRUE
IGHG1,3.32191257051135e-09,2.38071988379992,0.287,0.092,0.000149711955727806,2,TRUE
ACKR1,3.34181537327705e-09,2.09965460067561,0.484,0.351,0.00015060893524285,0,TRUE
NOL6,3.48697056424836e-09,-2.67362391520764,0.041,0.282,0.000157150789389545,11,TRUE
BIRC3,3.90351926204037e-09,1.83034718387892,0.493,0.332,0.000175923806101635,0,TRUE
ID4,4.86233068603553e-09,3.02849106124889,0.276,0.088,0.000219135519358249,2,TRUE
ANO1,4.90800036268169e-09,-4.31376664594962,0.007,0.136,0.000221193760345338,2,TRUE
FOSL1,5.71917816669292e-09,-4.45733710351632,0.023,0.56,0.000257751921616516,15,TRUE
LY6D,6.23474215869155e-09,-2.69294905065698,0.039,0.206,0.000280987359607911,2,TRUE
CSTA,6.72775617258975e-09,-2.69195762839645,0.667,0.846,0.000303206515186275,11,TRUE
IGHA1,6.81075217263026e-09,2.34878732151348,1,1,0.000306946978916101,17,TRUE
SERPINB4,7.13512093793547e-09,-1.65159181638891,0.651,0.934,0.000321565630430876,15,TRUE
GNA15,7.24825897460294e-09,-2.92120188496474,0.047,0.615,0.000326664535467405,15,TRUE
CDC42EP5,7.31200779472119e-09,2.09697347226845,0.63,0.397,0.000329537567292494,11,TRUE
C3,7.86964645089448e-09,2.21029903265932,0.348,0.154,0.000354669226248913,2,TRUE
S100A14,8.44517828263899e-09,-1.26812283289372,0.744,0.923,0.000380607294841974,11,TRUE
FLRT3,9.71409574019297e-09,3.42202029913416,0.535,0.11,0.000437794866819017,15,TRUE
BIRC3,9.81282039441112e-09,2.53551628593817,0.33,0.136,0.00044224418953532,2,TRUE
NKX2-1,1.22943327098203e-08,2.01064829389393,0.409,0.224,0.00055408098656618,2,TRUE
AREG,1.31215295025263e-08,-2.26231727328513,0.155,0.462,0.000591361091619856,11,TRUE
FAM83H,1.33561832390751e-08,-0.549596909729954,0.133,0.329,0.000601936466218635,1,TRUE
UGT2A1,1.4590069395833e-08,2.68020527788973,0.651,0.231,0.000657545247531402,15,TRUE
NRP2,1.5775014487409e-08,-1.28687135722811,0.237,0.628,0.000710948352918547,11,TRUE
DKK1,1.62014834121012e-08,-5.97556380911732,0,0.516,0.000730168454416578,15,TRUE
MALL,1.81454937449366e-08,-1.23881784084572,0.133,0.36,0.000817781112096805,2,TRUE
SPRR1B,1.82484560696274e-08,-5.40724741134914,0.023,0.549,0.000822421418145969,15,TRUE
SERPINB13,2.22771024565343e-08,-1.94520535448144,0.442,0.835,0.00100398445351109,15,TRUE
SOX9,2.39806603248855e-08,-1.3871908909871,0.22,0.438,0.00108076039952194,0,TRUE
DDX21,2.42758111550105e-08,-1.42572376936556,0.721,0.934,0.00109406225713401,15,TRUE
ANO1,2.51311862672842e-08,-4.02001009920754,0.023,0.538,0.00113261230269396,15,TRUE
CTSV,2.79249742106027e-08,-2.85566188005638,0.14,0.659,0.00125852273772344,15,TRUE
ATAD3A,2.82849140174074e-08,-3.08633624036898,0.047,0.571,0.00127474450493652,15,TRUE
LMTK3,2.87880595650621e-08,-2.9222317715952,0.163,0.659,0.00129742026847822,15,TRUE
LMTK3,2.88377681723747e-08,-1.21260075654533,0.054,0.228,0.00129966053599258,2,TRUE
TUBB6,3.42721699889834e-08,-2.48333985781634,0.14,0.67,0.0015445781570635,15,TRUE
ANO1,3.49989259607997e-08,-2.15426879548955,0.008,0.096,0.00157733159520132,1,TRUE
DUSP6,3.91874088589368e-08,2.09224635166422,0.589,0.308,0.00176609814245457,11,TRUE
KCTD9,3.93364093099232e-08,-0.945727830178348,0.1,0.279,0.00177281329477962,0,TRUE
GJB2,4.2152481000681e-08,-2.98844713911735,0.279,0.703,0.00189972801373869,15,TRUE
ID4,4.42808043942244e-08,3.16115905507686,0.512,0.11,0.0019956472924389,15,TRUE
MISP,5.22770067513557e-08,-2.79455086492606,0.093,0.615,0.0023560201402701,15,TRUE
EHD1,5.66627165543427e-08,-3.83721603709837,0.023,0.516,0.00255367530967112,15,TRUE
UPK1B,5.89785696394255e-08,-0.899555456389017,0.05,0.182,0.00265804617650963,1,TRUE
ACKR1,5.91392232000277e-08,2.33353370614731,0.651,0.242,0.00266528651117885,15,TRUE
KRT14,6.57041512039494e-08,-4.27255587041621,0.017,0.533,0.00296115468645959,17,TRUE
LAD1,6.63293909582352e-08,-1.53053127928001,0.442,0.824,0.00298933299170574,15,TRUE
MT2A,6.7513093781246e-08,0.706782305563942,0.936,0.859,0.00304268011053319,11,TRUE
ID2,6.92628198137093e-08,2.13170726927682,0.721,0.352,0.00312153676336425,15,TRUE
IGHG1,6.9801459856228e-08,6.88636237276358,0.581,0.176,0.00314581219280048,15,TRUE
LINC00152,7.22666140084653e-08,-1.27762257495038,0.054,0.219,0.00325691176013351,2,TRUE
GNG11,7.31063428624954e-08,1.19276523158856,0.566,0.231,0.00329475666012694,11,TRUE
H1FX,7.66195945120644e-08,1.32183148074855,0.86,0.747,0.00345309188546972,15,TRUE
CXCL2,7.68101215425704e-08,3.01814505967117,0.651,0.286,0.00346167855768056,15,TRUE
LMTK3,7.8920494231999e-08,-0.915522341782454,0.065,0.208,0.00355678883404773,1,TRUE
SERPINB2,8.52789748283858e-08,-4.84995461064232,0.007,0.118,0.00384335283756569,2,TRUE
LIG4,8.56847591625033e-08,-3.8943904012231,0.017,0.533,0.0038616407259357,17,TRUE
KCTD9,9.00819029808756e-08,-3.22814195657532,0.023,0.516,0.0040598112035421,15,TRUE
COL1A1,9.35344356169644e-08,2.46313730801301,0.698,0.33,0.00421540994438535,15,TRUE
LGALS1,9.55724495764264e-08,2.47426611258113,0.884,0.648,0.00430725915751038,15,TRUE
GYPC,9.57155653830169e-08,2.90899646784893,0.558,0.165,0.00431370910068181,15,TRUE
HLA-DPB1,1.08400149715797e-07,1.443385019183,0.621,0.321,0.00488537794739155,11,TRUE
IRAK1,1.1097546847104e-07,-2.99292012108712,0.07,0.549,0.00500144241305285,15,TRUE
IGHM,1.11155971805653e-07,2.68613215806617,0.966,0.6,0.00500957733733717,17,TRUE
LRRC4,1.11581899866643e-07,-3.24010438632597,0.023,0.516,0.00502877306318988,15,TRUE
CSTA,1.23958850428509e-07,-1.515136437806,0.767,0.978,0.00558657747111206,15,TRUE
GJB3,1.26598738029404e-07,-2.3504029040048,0.186,0.648,0.00570555192550917,15,TRUE
CITED2,1.46163932442442e-07,2.61789541356918,0.581,0.176,0.00658731610731596,15,TRUE
HES1,1.64429372018393e-07,1.673201853606,0.907,0.901,0.00741050293812494,15,TRUE
CXCL2,1.68243349302028e-07,2.17794885959142,0.358,0.175,0.00758239126634378,2,TRUE
TIAM1,1.75341063456864e-07,-3.03329296714492,0.047,0.527,0.00790227104787397,15,TRUE
BIK,1.75934423360723e-07,-1.37465858192436,0.37,0.679,0.00792901259202107,11,TRUE
TSPAN8,1.88538105597846e-07,2.50563255770312,0.535,0.143,0.00849703534308372,15,TRUE
MACC1,1.91378880997669e-07,-3.11605697345592,0.047,0.538,0.00862506340880296,15,TRUE
BACE2,2.00833504698463e-07,-2.25843055251711,0.186,0.659,0.00905116438975033,15,TRUE
HN1,2.06976318952011e-07,-0.953535446947421,0.884,0.989,0.00932800874252923,15,TRUE
LYZ,2.12768042590175e-07,4.07827939199904,0.14,0.013,0.00958903014345403,2,TRUE
CYR61,2.14052603653859e-07,1.30446383185287,0.717,0.526,0.00964692274147213,11,TRUE
GYPC,2.24630766054964e-07,2.08891613822224,0.276,0.141,0.0101236593645651,1,TRUE
C1orf116,2.4335971694067e-07,-0.399138897865156,0.14,0.326,0.0109677357230821,1,TRUE
BRI3,2.6922306439143e-07,1.57446948492316,0.658,0.551,0.012133345065993,11,TRUE
IL1R2,2.74590326619614e-07,-2.43113493261848,0.059,0.282,0.0123752368400928,11,TRUE
ISLR,2.99603504586365e-07,1.56303972077561,0.456,0.317,0.0135025307446983,0,TRUE
MACC1,3.68197648478073e-07,-1.13358149995519,0.018,0.109,0.0165939316216098,1,TRUE
RASD1,3.84973494206323e-07,3.20157742641404,0.558,0.187,0.0173499854368906,15,TRUE
IGFBP3,4.35104240526834e-07,-0.86894028763476,0.19,0.383,0.0196092779120633,1,TRUE
IGFBP6,4.44957303858922e-07,-1.8845866971854,0.279,0.736,0.0200533357703139,15,TRUE
GNG11,5.06896848848742e-07,2.70769016967832,0.581,0.209,0.0228448271839151,15,TRUE
ADH7,5.11537914761379e-07,0.922588950678308,0.685,0.684,0.0230539907424658,2,TRUE
LY6D,5.20117082350959e-07,-2.13197503565136,0.028,0.125,0.023440636667393,1,TRUE
MISP,5.71231274118052e-07,-1.7141280676469,0.036,0.171,0.0257442510619524,2,TRUE
PDLIM4,5.90580183318716e-07,-0.903188677968063,0.301,0.654,0.0266162677018079,11,TRUE
CEBPD,6.42121119304202e-07,0.995104020731727,0.804,0.756,0.0289391146048018,11,TRUE
SPRR3,6.59743107123698e-07,-6.48008637150041,0,0.4,0.0297333023518508,17,TRUE
LYPD3,7.9724617791253e-07,-2.63851297504211,0.163,0.626,0.0359302907461619,15,TRUE
GEM,8.71184418731018e-07,3.68880437997863,0.395,0.066,0.0392625393833695,15,TRUE
GNL2,9.61410059036363e-07,-0.780411748647109,0.14,0.342,0.0433288285406508,2,TRUE
CEMIP,1.0122626981829e-06,-3.34695698553775,0.047,0.484,0.0456206552817069,15,TRUE
GNG11,1.13618600613986e-06,1.71090249063288,0.362,0.206,0.0512056309247113,2,FALSE
KCTD9,1.16336161336641e-06,-1.52641902688074,0.082,0.308,0.0524303811911972,11,FALSE
C3,1.18114388408268e-06,3.21344623558988,0.605,0.308,0.053231792567838,15,FALSE
KRT23,1.18208708021e-06,-4.26643719911862,0.004,0.092,0.0532743005309045,2,FALSE
LGALS1,1.21791210611804e-06,0.510368639201374,0.789,0.818,0.0548888627985279,1,FALSE
COL1A1,1.41139346074043e-06,1.82044447591833,0.336,0.214,0.0636086804886498,1,FALSE
A2M,1.491160045958e-06,2.68131138827593,0.914,0.467,0.0672036009512351,17,FALSE
TOMM40,1.63993435849159e-06,-0.914918777037827,0.16,0.462,0.0739085616684989,11,FALSE
ODC1,1.65140231071677e-06,-1.17502350192857,0.201,0.513,0.0744253993393834,11,FALSE
CXCL1,1.82678438418083e-06,1.41320124854717,0.884,0.835,0.0823295186262618,15,FALSE
COL1A1,2.07314652342222e-06,1.44584778708921,0.484,0.218,0.0934325675175925,11,FALSE
IGFBP3,2.08227577562565e-06,-0.750264402988271,0.215,0.447,0.0938440046558969,2,FALSE
ARHGAP29,2.14925124149029e-06,-2.01339967003473,0.116,0.571,0.0968624549514844,15,FALSE
