orig.ident,nCount_RNA,nFeature_RNA,percent.mt,percent.rb,RNA_snn_res.0.5,seurat_clusters,RedGreen,RNA_snn_res.0.2,RNA_snn_res.0.3,RNA_snn_res.1,RNA_snn_res.0.8,repairment,specimen
s8,6815,2555,14.2039618488628,9.87527512839325,5,5,red,7,7,16,17,bad_repair,s8
s8,3573,1773,16.3168205989365,2.79876854184159,1,1,red,3,3,1,2,bad_repair,s8
s8,2727,1540,12.1745507884122,3.11697836450312,1,1,red,3,3,1,2,bad_repair,s8
s8,2236,1048,17.6207513416816,15.1162790697674,3,3,red,5,5,10,10,bad_repair,s8
s8,20919,4749,14.5896075338209,18.1461828959319,13,13,red,1,2,2,1,bad_repair,s8
s8,2422,1116,2.60115606936416,22.5846407927333,15,15,red,9,9,14,14,bad_repair,s8
s8,14421,4016,20.5048193606546,20.6851119894598,0,0,red,0,0,13,13,bad_repair,s8
s8,9805,3640,12.0652728199898,16.889342172361,8,8,red,0,0,0,0,bad_repair,s8
s8,3069,1318,10.9481915933529,18.1166503747149,3,3,red,5,5,7,11,bad_repair,s8
s8,7595,2435,7.72876892692561,18.459512837393,5,5,red,7,7,16,17,bad_repair,s8
s8,4993,1997,8.91247746845584,20.8491888644102,3,3,red,5,5,7,11,bad_repair,s8
s8,43697,7070,9.33931391171019,24.2327848593725,0,0,red,0,0,5,0,bad_repair,s8
s8,30072,5706,17.4281723862729,21.5050545357808,0,0,red,0,0,0,0,bad_repair,s8
s8,3104,1714,9.95489690721649,4.12371134020619,5,5,red,7,7,16,17,bad_repair,s8
s8,48617,7599,4.64240903387704,15.0873151366806,7,7,red,2,11,18,18,bad_repair,s8
s8,2859,1612,9.09408884225254,5.35152151101784,7,7,red,2,1,6,6,bad_repair,s8
s8,8976,3172,15.5191622103387,13.9594474153298,4,4,red,2,1,4,3,bad_repair,s8
s8,25381,5309,9.97596627398448,22.906898861353,13,13,red,1,2,2,1,bad_repair,s8
s8,4628,2154,10.2852203975799,12.6836646499568,1,1,red,3,3,1,2,bad_repair,s8
s8,1869,1045,19.422150882825,3.26377742108079,1,1,red,3,3,1,2,bad_repair,s8
s8,7000,2563,13.6,13.2142857142857,5,5,red,7,7,16,17,bad_repair,s8
s8,7659,2572,19.9764982373678,14.2577359968664,5,5,red,2,7,9,7,bad_repair,s8
s8,6717,2811,8.48593121929433,14.7982730385589,4,4,red,2,1,4,3,bad_repair,s8
s8,5433,2202,7.54647524387999,11.8350819068655,5,5,red,7,7,16,17,bad_repair,s8
s8,9697,2947,18.6552542023306,16.324636485511,13,13,red,1,8,8,9,bad_repair,s8
s8,9285,3526,5.79429186860528,11.8470651588584,4,4,red,2,1,4,3,bad_repair,s8
s8,9457,3428,7.65570476895421,9.40044411547002,5,5,red,7,7,16,17,bad_repair,s8
s8,15865,4432,23.7125748502994,8.42735581468642,13,13,red,1,2,13,13,bad_repair,s8
s8,18415,3603,5.57154493619332,24.4583220200923,17,17,red,8,10,15,16,bad_repair,s8
s8,6096,2660,12.9265091863517,7.44750656167979,7,7,red,2,1,6,6,bad_repair,s8
s8,8433,3025,10.6367840626112,12.0241906794735,5,5,red,7,7,9,7,bad_repair,s8
s8,4945,2230,14.6208291203236,3.49848331648129,1,1,red,3,3,1,2,bad_repair,s8
s8,10948,3428,23.4289367921082,12.111801242236,13,13,red,1,2,2,1,bad_repair,s8
s8,10414,3332,23.8621086998272,7.68196658344536,13,13,red,1,2,2,1,bad_repair,s8
s8,3552,1695,17.0045045045045,10.7263513513514,5,5,red,7,7,9,7,bad_repair,s8
s8,6187,2534,21.5290124454501,10.6028770001616,8,8,red,0,0,0,4,bad_repair,s8
s8,2933,1592,8.7964541425162,3.27309921581998,1,1,red,3,3,1,2,bad_repair,s8
s8,2400,1523,8.83333333333333,4.25,1,1,red,3,3,1,2,bad_repair,s8
s8,11013,3174,11.0778171252157,21.3474984109689,4,4,red,2,1,4,3,bad_repair,s8
s8,7332,3136,5.64648117839607,7.89689034369886,7,7,red,2,1,6,6,bad_repair,s8
s8,5610,1961,10.2139037433155,19.7504456327986,5,5,red,7,7,9,7,bad_repair,s8
s8,32122,6352,17.6545669634518,15.4006599838117,13,13,red,1,0,13,13,bad_repair,s8
s8,7810,2759,10.2176696542894,14.2637644046095,5,5,red,7,7,9,7,bad_repair,s8
s8,5218,2540,7.97240321962438,5.34687619777693,7,7,red,2,1,6,6,bad_repair,s8
s8,2346,1277,17.6470588235294,4.0920716112532,1,1,red,3,3,1,2,bad_repair,s8
s8,24242,5128,14.483128454748,13.4724857685009,13,13,red,1,8,8,9,bad_repair,s8
s8,7558,2751,10.6112728234983,11.8549880920879,5,5,red,7,7,9,7,bad_repair,s8
s8,10092,3564,11.8212445501387,16.4684898929845,8,8,red,0,0,5,0,bad_repair,s8
s8,19396,4987,20.9115281501341,9.85254691689008,13,13,red,1,2,13,13,bad_repair,s8
s8,3548,1759,15.0507328072153,4.39684329199549,1,1,red,3,3,1,2,bad_repair,s8
s8,4117,2020,18.7029390332767,5.95093514695166,4,4,red,2,1,4,3,bad_repair,s8
s8,5486,2448,11.5202333211812,4.86693401385345,1,1,red,3,3,1,2,bad_repair,s8
s8,6312,2893,5.38656527249683,3.05766793409379,1,1,red,3,3,1,2,bad_repair,s8
s8,6704,2728,14.6778042959427,10.381861575179,5,5,red,7,7,9,7,bad_repair,s8
s8,2877,1251,11.9916579770594,15.6412930135558,3,3,red,5,5,7,11,bad_repair,s8
s8,12804,4079,8.4192439862543,13.7300843486411,7,7,red,2,1,6,6,bad_repair,s8
s8,37015,7334,17.8657301094151,4.43333783601243,9,9,red,6,6,11,8,bad_repair,s8
s8,3582,1896,10.608598548297,3.85259631490787,1,1,red,3,3,1,2,bad_repair,s8
s8,3591,1981,7.74157616262879,4.37204121414648,7,7,red,2,11,18,18,bad_repair,s8
s8,6331,2922,6.39709366608751,2.87474332648871,1,1,red,3,3,1,2,bad_repair,s8
s8,9302,3092,23.253063857235,9.92259729090518,8,8,red,0,0,5,0,bad_repair,s8
s8,51932,7548,9.704998844643,13.1287067703921,7,7,red,2,1,6,6,bad_repair,s8
s8,4339,2093,11.4542521318276,2.67342705692556,1,1,red,3,3,1,2,bad_repair,s8
s8,8883,3359,20.9613869188337,4.63807272317911,8,8,red,0,0,0,4,bad_repair,s8
s8,5322,2372,11.3679068019542,6.36978579481398,7,7,red,2,1,6,6,bad_repair,s8
s8,6214,2627,20.582555519794,7.51528805922111,13,13,red,1,2,5,1,bad_repair,s8
s8,81577,9063,15.8512816112385,19.9639604300232,0,0,red,0,0,13,13,bad_repair,s8
s8,9234,3305,6.2811349361057,16.9265756985055,7,7,red,2,1,6,6,bad_repair,s8
s8,5245,2183,7.1115347950429,15.8245948522402,5,5,red,7,7,9,7,bad_repair,s8
s8,5813,2426,17.7361087218304,6.81231722002408,1,1,red,3,3,1,2,bad_repair,s8
s8,5206,2524,5.97387629658087,4.84056857472148,7,7,red,2,1,6,6,bad_repair,s8
s8,7823,3203,16.0168733222549,11.3767097021603,8,8,red,0,0,0,4,bad_repair,s8
s8,8081,3102,16.9409726518995,11.644598440787,0,0,red,0,0,13,13,bad_repair,s8
s8,34572,6402,14.1096841374523,22.8826796251302,13,13,red,1,2,2,1,bad_repair,s8
s8,2891,1386,24.6281563472847,4.21999308197855,4,4,red,2,1,4,3,bad_repair,s8
s8,24891,6200,14.0130971033707,3.9612711421799,9,9,red,6,6,11,8,bad_repair,s8
s8,4598,2353,6.61157024793388,6.06785558938669,8,8,red,0,0,0,0,bad_repair,s8
s8,2265,1332,7.24061810154525,4.23841059602649,8,8,red,4,4,3,5,bad_repair,s8
s8,3016,1260,13.1299734748011,17.7718832891247,3,3,red,5,5,10,10,bad_repair,s8
s8,8160,2786,16.8014705882353,17.953431372549,8,8,red,0,0,0,0,bad_repair,s8
s8,4326,2001,17.4757281553398,5.64031437817846,8,8,red,0,0,5,4,bad_repair,s8
s8,10047,3366,22.8924056932418,6.88762814770578,1,1,red,3,3,1,2,bad_repair,s8
s8,3913,1927,15.2568361870687,2.58113979044212,1,1,red,3,3,1,2,bad_repair,s8
s8,3745,2019,10.6275033377837,5.44726301735648,4,4,red,2,1,4,3,bad_repair,s8
s8,5602,2138,11.4601927882899,13.7272402713317,5,5,red,7,7,9,7,bad_repair,s8
s8,3897,1889,12.1888632281242,10.3669489350783,1,1,red,3,3,1,2,bad_repair,s8
s8,7206,3085,13.0446849847349,10.1998334721066,8,8,red,0,2,5,0,bad_repair,s8
s8,5583,2641,7.25416442772703,4.5674368619022,1,1,red,3,3,1,2,bad_repair,s8
s8,9651,3667,9.60522225676096,11.2319966842814,8,8,red,0,0,5,0,bad_repair,s8
s8,5562,1941,21.3592233009709,2.28335131247753,5,5,red,7,7,16,17,bad_repair,s8
s8,6994,2651,9.62253360022877,12.6251072347727,5,5,red,7,7,16,17,bad_repair,s8
s8,1993,1055,23.2814851981937,4.66633216256899,1,1,red,3,3,1,2,bad_repair,s8
s8,1733,1026,15.868436237738,3.00057703404501,1,1,red,3,3,1,2,bad_repair,s8
s8,16613,4418,9.61897309336062,12.5985673869861,4,4,red,2,1,6,6,bad_repair,s8
s8,7528,2935,19.8060573857598,10.5871413390011,8,8,red,1,0,5,0,bad_repair,s8
s8,48701,7595,6.04505040964251,10.4412640397528,7,7,red,2,11,18,18,bad_repair,s8
s8,2073,1008,20.2122527737578,7.38060781476122,3,3,red,5,5,10,10,bad_repair,s8
s8,4800,2416,9.5,7.10416666666667,1,1,red,3,3,1,2,bad_repair,s8
s8,23935,5927,21.437225819929,12.387716732818,1,1,red,3,7,25,7,bad_repair,s8
s8,3887,1971,12.7604836634937,4.19346539747878,1,1,red,3,3,1,2,bad_repair,s8
s8,25733,6031,9.85893599658027,5.86795165740489,4,4,red,2,1,4,3,bad_repair,s8
s8,7236,2973,17.3023770038695,10.8208955223881,8,8,red,0,0,5,0,bad_repair,s8
s8,2256,1259,10.3280141843972,6.1613475177305,5,5,red,7,7,16,7,bad_repair,s8
s8,116814,10193,15.3449072885099,25.0209735134487,0,0,red,1,2,2,1,bad_repair,s8
s8,49227,7373,11.7333983383103,11.050846080403,4,4,red,2,1,4,3,bad_repair,s8
s8,3705,1807,20.9176788124157,4.72334682860999,4,4,red,2,1,4,3,bad_repair,s8
s8,5227,2284,13.5450545245839,3.06102927109241,1,1,red,3,3,1,2,bad_repair,s8
s8,3649,1668,12.058098109071,8.55028775006851,5,5,red,7,7,16,17,bad_repair,s8
s8,3082,1695,5.97014925373134,7.68981181051266,7,7,red,2,1,6,6,bad_repair,s8
s8,11504,3564,14.5688456189152,19.2280945757997,8,8,red,0,0,0,0,bad_repair,s8
s8,4798,1991,20.0291788245102,10.6919549812422,13,13,red,1,2,2,1,bad_repair,s8
s8,4684,2311,15.7130657557643,7.4935952177626,4,4,red,2,1,4,3,bad_repair,s8
s8,6409,2604,17.7718832891247,7.80152909970354,8,8,red,0,0,5,0,bad_repair,s8
s8,3762,1418,8.08080808080808,27.6182881446039,3,3,red,5,5,7,11,bad_repair,s8
s8,2489,1390,11.2494977902772,3.77661711530735,1,1,red,3,3,1,2,bad_repair,s8
s8,27704,5661,16.1492925209356,16.3442102223506,7,7,red,2,1,6,6,bad_repair,s8
s8,3491,1943,11.8590661701518,5.12747063878545,1,1,red,3,3,1,2,bad_repair,s8
s8,5359,2014,17.3539839522299,14.2004105243516,3,3,red,5,5,7,11,bad_repair,s8
s8,2642,1501,8.21347464042392,2.72520817562453,1,1,red,3,3,1,2,bad_repair,s8
s8,1940,1111,16.7525773195876,8.09278350515464,7,7,red,2,1,6,6,bad_repair,s8
s8,1766,1067,19.6489241223103,5.7757644394111,1,1,red,3,3,1,2,bad_repair,s8
s8,8475,2913,13.3687315634218,23.3038348082596,8,8,red,0,0,0,4,bad_repair,s8
s8,61769,7173,11.175508750344,29.181304537875,4,4,red,2,1,4,3,bad_repair,s8
s8,18400,4668,13.804347826087,14.2065217391304,13,13,red,1,2,2,1,bad_repair,s8
s8,34410,6537,17.6925312409183,9.80238302818948,4,4,red,2,1,4,3,bad_repair,s8
s8,10038,3094,10.011954572624,15.6306037059175,5,5,red,7,7,9,7,bad_repair,s8
s8,6823,2781,22.6293419317016,6.85915286530852,13,13,red,1,2,2,1,bad_repair,s8
s8,6334,2468,23.3659614777392,12.0618882222924,0,0,red,0,0,13,13,bad_repair,s8
s8,3571,1430,23.1587790534864,6.63679641556987,0,0,red,0,0,0,4,bad_repair,s8
s8,3895,1996,10.1155327342747,3.54300385109114,1,1,red,3,3,1,2,bad_repair,s8
s8,9753,2971,24.2181892750948,11.9142827847842,5,5,red,7,7,16,17,bad_repair,s8
s8,23708,5182,16.4796693099376,13.7126708284124,13,13,red,1,8,8,9,bad_repair,s8
s8,50664,7882,5.90952155376599,11.9887888836255,7,7,red,2,11,18,18,bad_repair,s8
s8,6627,2749,20.4617473970122,8.58608721895277,8,8,red,0,0,0,4,bad_repair,s8
s8,29669,6325,7.34436617344703,21.423034143382,8,8,red,0,0,5,0,bad_repair,s8
s8,11566,3739,20.6726612484869,13.2803043403078,8,8,red,0,0,0,4,bad_repair,s8
s8,8528,3232,11.374296435272,7.4577861163227,13,13,red,1,2,8,1,bad_repair,s8
s8,6284,2227,8.29089751750477,19.2870782940802,5,5,red,7,7,9,7,bad_repair,s8
s8,2955,1576,20.4737732656514,4.77157360406091,8,8,red,0,0,0,4,bad_repair,s8
s8,2131,1036,20.4129516658846,3.00328484279681,3,3,red,5,4,7,5,bad_repair,s8
s8,12393,3637,9.82812878237715,18.5992092310175,4,4,red,2,1,4,3,bad_repair,s8
s8,24284,4238,18.0901004776808,25.6382803492011,4,4,red,2,1,4,3,bad_repair,s8
s8,5696,2646,9.67345505617977,4.52949438202247,7,7,red,2,1,6,6,bad_repair,s8
s8,62534,8270,8.12517990213324,15.8105990341254,7,7,red,2,1,6,6,bad_repair,s8
s8,10350,3531,19.8647342995169,9.11111111111111,13,13,red,1,2,13,13,bad_repair,s8
s8,8345,2742,11.875374475734,14.3199520671061,5,5,red,7,7,9,7,bad_repair,s8
s8,6656,2708,18.8100961538462,5.84435096153846,13,13,red,1,2,2,1,bad_repair,s8
s8,7729,3128,3.94617673696468,8.9532927933756,7,7,red,2,11,18,18,bad_repair,s8
s8,25458,5714,11.096708303873,11.1045643805484,4,4,red,2,1,4,3,bad_repair,s8
s8,2862,1170,14.2557651991614,23.235499650594,3,3,red,5,5,10,10,bad_repair,s8
s8,2091,1093,19.7513151602104,6.8388330942133,5,5,red,7,7,9,7,bad_repair,s8
s8,12449,4368,12.2339143706322,14.9570246606153,8,8,red,0,0,5,0,bad_repair,s8
s8,4425,2125,12.6327683615819,6.59887005649718,7,7,red,2,1,6,6,bad_repair,s8
s8,5896,2553,20.4715061058345,11.4484396200814,8,8,red,0,0,0,4,bad_repair,s8
s8,39290,6923,19.0888266734538,6.68363451259863,13,13,red,1,2,8,1,bad_repair,s8
s8,5767,2140,19.2821224206693,19.212762268077,0,0,red,0,0,0,4,bad_repair,s8
s8,3775,1898,17.5364238410596,3.54966887417219,1,1,red,3,3,1,2,bad_repair,s8
s8,14853,4051,24.7088130344038,5.35918669629031,13,13,red,1,2,8,1,bad_repair,s8
s8,3926,2124,8.53285787060622,3.51502801833928,1,1,red,3,3,1,2,bad_repair,s8
s8,34933,6679,21.4582200211834,5.60215269229668,13,13,red,1,2,8,1,bad_repair,s8
s8,5656,2247,9.6004243281471,13.490099009901,5,5,red,7,7,16,17,bad_repair,s8
s8,2486,1302,17.6588897827836,3.05711987127916,1,1,red,3,3,1,2,bad_repair,s8
s8,14418,4761,15.605493133583,13.8715494520738,8,8,red,0,0,0,4,bad_repair,s8
s8,9032,3213,19.9402125775022,10.7285208148804,8,8,red,0,0,5,0,bad_repair,s8
s8,2909,1451,15.1942248195256,8.07837744929529,5,5,red,7,7,9,7,bad_repair,s8
s8,20224,5412,4.90011867088608,11.1402294303797,7,7,red,2,11,18,18,bad_repair,s8
s8,7578,3033,10.3457376616522,4.96173132752705,1,1,red,3,3,1,2,bad_repair,s8
s8,12860,3351,21.2674961119751,18.646967340591,8,8,red,0,0,0,0,bad_repair,s8
s8,11523,3280,12.6789898463942,27.1717434695826,0,0,red,0,0,0,0,bad_repair,s8
s8,7576,3033,8.48732840549102,4.17106652587117,1,1,red,3,3,1,2,bad_repair,s8
s8,4247,1886,14.0098893336473,3.48481280904168,1,1,red,3,3,1,2,bad_repair,s8
s8,48978,8080,13.7469884437911,4.4938543836008,4,4,red,2,1,4,3,bad_repair,s8
s8,3005,1418,16.3394342762063,8.45257903494176,3,3,red,5,5,7,11,bad_repair,s8
s8,17084,5166,5.80074923905409,10.7468976820417,4,4,red,2,1,4,3,bad_repair,s8
s8,42224,6879,16.402993558166,26.6815081470254,0,0,red,1,2,2,1,bad_repair,s8
s8,8475,3094,14.9144542772861,17.3687315634218,8,8,red,0,0,0,4,bad_repair,s8
s8,45706,7341,11.8037019209732,14.4269898919179,4,4,red,2,1,4,3,bad_repair,s8
s8,8339,2948,18.6473198225207,14.8578966302914,8,8,red,0,0,5,0,bad_repair,s8
s8,45374,6539,10.5060166615242,24.3377264512717,15,15,red,9,9,14,14,bad_repair,s8
s8,1897,1179,9.43595150237217,5.21876647337902,4,4,red,2,1,4,3,bad_repair,s8
s8,2860,1622,9.12587412587412,3.91608391608392,1,1,red,3,3,1,2,bad_repair,s8
s8,9019,3057,9.85696862179843,13.1278412240825,5,5,red,7,7,9,7,bad_repair,s8
s8,7959,3354,10.8933283075763,5.74192737781128,4,4,red,2,1,4,3,bad_repair,s8
s8,28340,6398,16.6831333803811,14.6718419195483,13,13,red,1,2,2,1,bad_repair,s8
s8,11281,3967,24.0049640989274,3.74966758266111,8,8,red,0,0,0,4,bad_repair,s8
s8,12621,3574,12.2177323508438,18.5484509943745,4,4,red,2,1,6,6,bad_repair,s8
s8,10302,3329,9.96893807027762,15.5989128324597,4,4,red,2,1,4,3,bad_repair,s8
s8,2980,1580,16.4093959731544,2.95302013422819,1,1,red,3,3,1,2,bad_repair,s8
s8,5816,2375,24.6389270976616,2.99174690508941,13,13,red,1,2,2,1,bad_repair,s8
s8,15151,3418,11.4051877763844,32.9417200184806,0,0,red,1,0,0,0,bad_repair,s8
s8,2510,1064,19.9203187250996,14.5816733067729,3,3,red,5,5,7,11,bad_repair,s8
s8,7966,2661,21.9683655536028,6.65327642480542,5,5,red,7,7,16,17,bad_repair,s8
s8,4216,1590,9.79601518026566,24.3358633776091,5,5,red,7,7,9,7,bad_repair,s8
s8,6706,2697,21.9654041157173,12.4813599761408,8,8,red,0,0,0,4,bad_repair,s8
s8,12976,4204,16.2299630086313,4.63162762022195,14,14,red,1,8,8,9,bad_repair,s8
s8,5137,2140,12.7895658944909,14.3079618454351,5,5,red,7,7,16,17,bad_repair,s8
s8,5586,2328,23.4156820622986,2.88220551378446,1,1,red,3,3,1,2,bad_repair,s8
s8,14878,3873,7.11117085629789,24.680736658153,4,4,red,2,1,4,3,bad_repair,s8
s8,14003,4109,17.1820324216239,6.005855888024,14,14,red,1,8,8,9,bad_repair,s8
s8,7771,2899,12.8168832840046,17.9256208982113,8,8,red,0,2,5,0,bad_repair,s8
s8,4660,2284,8.13304721030043,9.09871244635193,1,1,red,3,3,1,2,bad_repair,s8
s8,8386,2567,17.1118530884808,30.2647269258288,8,8,red,0,0,0,4,bad_repair,s8
s8,6108,2654,15.5861165684348,15.7989521938441,8,8,red,0,0,0,0,bad_repair,s8
s8,2650,1395,3.77358490566038,21.8867924528302,13,13,red,10,2,20,1,bad_repair,s8
s8,7257,3031,8.24031969133251,9.50806118230674,1,1,red,3,3,1,2,bad_repair,s8
s8,11244,3511,9.04482390608324,21.1757381714692,4,4,red,2,1,4,3,bad_repair,s8
s8,2167,1004,16.7974157821874,5.5376095985233,3,3,red,5,5,7,11,bad_repair,s8
s8,7176,2605,9.96376811594203,12.9877369007804,5,5,red,7,7,9,7,bad_repair,s8
s8,9620,3580,14.1164241164241,5.11434511434512,17,17,red,8,10,15,16,bad_repair,s8
s8,2072,1253,10.9073359073359,3.18532818532819,7,7,red,2,11,18,18,bad_repair,s8
s8,4154,1939,21.9547424169475,2.79248916706789,4,4,red,2,1,4,3,bad_repair,s8
s8,7168,2477,13.6300223214286,14.453125,5,5,red,7,7,9,7,bad_repair,s8
s8,27427,6128,8.43329565756372,10.4130965836584,4,4,red,2,1,4,3,bad_repair,s8
s8,3244,1226,13.1011097410604,20.9309494451295,3,3,red,5,5,10,10,bad_repair,s8
s8,5650,2336,12.9911504424779,10.1238938053097,5,5,red,7,7,16,17,bad_repair,s8
s8,6171,2947,10.581753362502,4.66699076324745,1,1,red,3,3,1,2,bad_repair,s8
s8,35152,5563,12.1500910332271,27.1108329540282,4,4,red,2,1,6,6,bad_repair,s8
s8,6090,2606,15.615763546798,9.17898193760263,4,4,red,2,1,4,3,bad_repair,s8
s8,36653,6851,7.91476823179549,18.3914004310698,7,7,red,2,1,6,6,bad_repair,s8
s8,1933,1058,9.0532850491464,9.00155199172271,3,3,red,5,5,10,10,bad_repair,s8
s8,8884,3005,13.1697433588474,1.44079243583971,20,20,red,7,7,9,7,bad_repair,s8
s8,5181,1996,16.8693302451264,6.388728044779,5,5,red,7,7,9,7,bad_repair,s8
s8,19352,5280,19.6878875568417,12.0969408846631,8,8,red,0,0,0,4,bad_repair,s8
s8,4326,2083,14.4244105409154,3.32871012482663,1,1,red,3,3,1,2,bad_repair,s8
s8,11077,3639,20.4297192380609,9.80409858264873,13,13,red,1,2,2,1,bad_repair,s8
s8,37972,6617,10.6578531549563,20.0779521752871,4,4,red,2,1,4,3,bad_repair,s8
s8,1893,1085,15.2139461172742,11.6745905969361,5,5,red,7,7,9,7,bad_repair,s8
s8,5190,2257,16.0308285163777,8.9980732177264,4,4,red,2,1,4,3,bad_repair,s8
s8,2669,1491,11.5773698014238,3.85912326714125,1,1,red,3,3,1,2,bad_repair,s8
s8,15457,4203,5.45383968428544,18.3994306786569,7,7,red,2,1,6,6,bad_repair,s8
s8,3106,1301,21.184803605924,8.66065679330328,3,3,red,5,5,10,10,bad_repair,s8
s8,4380,2104,20.2283105022831,5.79908675799087,4,4,red,2,1,4,3,bad_repair,s8
s8,26767,4971,16.8117458064034,23.125490342586,13,13,red,1,2,2,1,bad_repair,s8
s8,4060,1500,9.13793103448276,22.0443349753695,3,3,red,5,5,7,11,bad_repair,s8
s8,14044,4202,21.183423526061,9.31358587297066,0,0,red,1,0,13,13,bad_repair,s8
s8,3749,1933,4.00106695118698,3.06748466257669,1,1,red,3,3,1,2,bad_repair,s8
s8,7259,2878,18.0741148918584,16.8618266978923,8,8,red,0,0,0,4,bad_repair,s8
s8,4611,1900,12.3834309260464,7.65560615918456,5,5,red,7,7,16,17,bad_repair,s8
s8,10866,3904,6.48812810601877,5.94515000920302,4,4,red,2,1,4,3,bad_repair,s8
s8,6212,2706,9.20798454603992,11.5904700579524,7,7,red,2,1,6,6,bad_repair,s8
s8,7890,2630,11.3434727503169,20.2661596958175,5,5,red,7,7,9,7,bad_repair,s8
s8,24034,5216,22.4598485478905,5.98319048015312,14,14,red,1,8,8,9,bad_repair,s8
s8,15527,4612,16.2491144458041,3.47137244799382,14,14,red,1,8,8,9,bad_repair,s8
s8,4238,1882,6.91363850873053,10.7597923548844,5,5,red,7,7,9,7,bad_repair,s8
s8,4318,2082,14.1269106067624,5.39601667438629,1,1,red,3,3,1,2,bad_repair,s8
s8,11048,3584,8.0195510499638,17.9670528602462,4,4,red,2,1,4,3,bad_repair,s8
s8,2253,1197,13.2711939636041,10.7856191744341,3,3,red,5,5,10,10,bad_repair,s8
s8,27070,6063,15.1311414850388,4.5474695234577,9,9,red,6,6,11,8,bad_repair,s8
s8,8487,3296,23.6479321314952,7.04607046070461,8,8,red,0,0,0,4,bad_repair,s8
s8,3157,1584,17.3899271460247,4.97307570478302,27,27,red,3,3,1,29,bad_repair,s8
s8,11092,3507,22.646952758745,4.08402452217815,14,14,red,1,8,8,9,bad_repair,s8
s8,1962,1073,17.3802242609582,10.9582059123344,5,5,red,7,7,9,7,bad_repair,s8
s8,7003,2782,15.4219620162787,8.53919748679138,4,4,red,2,1,4,3,bad_repair,s8
s8,14131,4514,8.98733281437973,5.02441440803906,7,7,red,2,1,6,6,bad_repair,s8
s8,2168,1055,15.2675276752768,3.41328413284133,3,3,red,5,5,7,10,bad_repair,s8
s8,4018,1999,8.66102538576406,4.05674464907914,5,5,red,7,7,9,7,bad_repair,s8
s8,5695,2483,4.93415276558385,12.5899912203687,7,7,red,2,11,18,18,bad_repair,s8
s8,11169,3426,23.8785925329036,9.15032679738562,13,13,red,1,2,2,1,bad_repair,s8
s8,76209,8677,22.8240758965477,12.0497579026099,13,13,red,1,2,2,1,bad_repair,s8
s8,29278,5462,15.7490265728533,16.8112575995628,7,7,red,2,1,6,6,bad_repair,s8
s8,10070,3256,24.8262164846078,5.48162859980139,13,13,red,1,2,2,1,bad_repair,s8
s8,4735,1943,6.27243928194298,19.5142555438226,5,5,red,7,7,9,7,bad_repair,s8
s8,7422,2645,15.9121530584748,24.8046348693075,8,8,red,0,0,0,0,bad_repair,s8
s8,3386,1719,13.9988186650916,4.48907265209687,7,7,red,2,1,6,6,bad_repair,s8
s8,5693,2084,13.2267697171966,14.8779202529422,5,5,red,7,7,16,17,bad_repair,s8
s8,11363,3732,12.9543254422248,5.19229076828302,4,4,red,2,1,4,3,bad_repair,s8
s8,2387,1162,8.83954754922497,13.5735232509426,3,3,red,5,5,10,10,bad_repair,s8
s8,8383,3009,20.7682214004533,4.84313491590123,1,1,red,3,3,1,2,bad_repair,s8
s8,2338,1009,21.7279726261762,5.51753635585971,3,3,red,5,5,10,10,bad_repair,s8
s8,9990,3155,8.6986986986987,16.7367367367367,5,5,red,7,7,9,7,bad_repair,s8
s8,9015,3371,17.9922351636162,4.40377149195785,13,13,red,1,2,2,1,bad_repair,s8
s8,9688,3101,8.76341866226259,16.7836498761354,5,5,red,7,7,16,17,bad_repair,s8
s8,2080,1021,19.4711538461538,9.23076923076923,3,3,red,5,5,10,10,bad_repair,s8
s8,9864,3239,13.5644768856448,15.7846715328467,7,7,red,2,1,6,6,bad_repair,s8
s8,3089,1679,9.90611848494658,3.78763353836193,1,1,red,3,3,1,2,bad_repair,s8
s8,47472,6809,12.9065554432086,21.9055443208628,4,4,red,2,1,4,3,bad_repair,s8
s8,17878,5184,5.34176082335832,7.48965208636313,7,7,red,2,1,6,6,bad_repair,s8
s8,10837,3480,9.77207714312079,17.108055734982,5,5,red,7,7,9,7,bad_repair,s8
s8,37136,7404,9.62139164153382,5.23481258078415,9,9,red,6,6,11,8,bad_repair,s8
s8,10360,3601,20.3571428571429,6.07142857142857,8,8,red,0,0,5,0,bad_repair,s8
s8,3248,1464,21.5209359605911,5.72660098522167,7,7,red,2,5,6,10,bad_repair,s8
s8,101263,9473,11.9579708284368,14.4613531102179,14,14,red,1,8,8,9,bad_repair,s8
s8,8983,3362,4.92040520984081,11.0096849604809,7,7,red,2,1,6,6,bad_repair,s8
s8,4596,2246,16.8189730200174,3.35073977371628,8,8,red,0,0,0,4,bad_repair,s8
s8,41471,7140,6.82163439511948,14.4968773359697,7,7,red,2,1,6,6,bad_repair,s8
s8,4339,1960,24.2682645770915,7.42106476146578,8,8,red,0,0,0,4,bad_repair,s8
s8,10211,2920,12.2710802076192,21.1046910194888,5,5,red,7,7,9,7,bad_repair,s8
s8,12710,3829,21.7230527143981,9.75609756097561,13,13,red,1,2,2,1,bad_repair,s8
s8,2327,1036,17.6622260421143,5.11388053287495,3,3,red,5,5,7,11,bad_repair,s8
s8,7973,3084,11.5891132572432,5.91997993227142,1,1,red,3,3,1,2,bad_repair,s8
